2.501840053763440888e-02 -1.065888828391247323e+01
7.504520161290323399e-02 -1.359528712787722693e+00
1.250720026881720626e-01 2.896128404544065393e+00
1.750988037634408911e-01 5.102493276344475248e+00
2.251256048387096920e-01 6.707799113322459483e+00
2.751524059139784928e-01 7.458657102140572981e+00
3.251792069892472936e-01 8.410112280424815623e+00
3.752060080645161499e-01 8.785529393009046117e+00
4.252328091397849508e-01 9.314635072223177659e+00
4.752596102150538071e-01 1.014079449536839661e+01
5.252864112903226079e-01 1.056940559650437272e+01
5.753132123655915198e-01 1.096219931968654215e+01
6.253400134408602096e-01 1.138876818449927342e+01
6.753668145161291214e-01 1.175940781671495650e+01
7.253936155913980333e-01 1.223525157998899893e+01
7.754204166666667231e-01 1.254409228834156842e+01
8.254472177419356349e-01 1.284495713491369706e+01
8.754740188172043247e-01 1.312859379211908184e+01
9.255008198924732365e-01 1.343839981712626219e+01
9.755276209677421484e-01 1.357929210275259635e+01
1.025554422043010838e+00 1.387977813367442259e+01
1.075581223118279528e+00 1.413972148057991163e+01
1.125608024193548662e+00 1.442842202099827809e+01
1.175634825268817352e+00 1.460874375107125722e+01
1.225661626344086041e+00 1.487858329964924131e+01
1.275688427419354953e+00 1.507593603657888970e+01
1.325715228494623865e+00 1.523487700648520793e+01
1.375742029569892555e+00 1.546127318380080240e+01
1.425768830645161467e+00 1.565012882615303269e+01
1.475795631720430379e+00 1.578709946720100454e+01
1.525822432795699068e+00 1.595471688541233313e+01
1.575849233870967758e+00 1.611292707186969153e+01
1.625876034946236892e+00 1.629725527872304625e+01
1.675902836021505582e+00 1.650984723198253334e+01
1.725929637096774272e+00 1.663125527821072680e+01
1.775956438172043184e+00 1.689638512449432284e+01
1.825983239247312095e+00 1.709058986274926184e+01
1.876010040322580785e+00 1.725137372989675555e+01
1.926036841397849697e+00 1.739046679356296821e+01
1.976063642473118387e+00 1.750761141004378274e+01
2.026090443548387299e+00 1.771851458200703178e+01
2.076117244623655544e+00 1.783815823868682315e+01
2.126144045698924678e+00 1.802414341687532584e+01
2.176170846774193812e+00 1.821795348885273569e+01
2.226197647849462058e+00 1.837918756407961851e+01
2.276224448924731192e+00 1.867654815077267116e+01
2.326251250000000326e+00 1.884208170705024088e+01
2.376278051075268571e+00 1.929225059221510108e+01
2.426304852150537705e+00 1.964358410112106412e+01
2.476331653225806839e+00 2.023824673596605805e+01
2.526358454301075085e+00 2.095054791304188768e+01
2.576385255376344219e+00 2.180430987518456121e+01
2.626412056451612909e+00 2.272987587909834772e+01
2.676438857526881598e+00 2.342682974304704047e+01
2.726465658602150732e+00 2.386890499059808590e+01
2.776492459677419422e+00 2.416162196156813025e+01
2.826519260752688112e+00 2.422070129210896638e+01
2.876546061827957246e+00 2.433003701534019569e+01
2.926572862903225936e+00 2.451752825065316799e+01
2.976599663978494625e+00 2.451082466780099267e+01
3.026626465053763759e+00 2.461365826122218792e+01
3.076653266129032005e+00 2.457928429100220313e+01
3.126680067204301139e+00 2.471289676479993602e+01
3.176706868279570273e+00 2.473362404361276035e+01
3.226733669354838518e+00 2.482396644522761875e+01
3.276760470430107652e+00 2.486079539678068073e+01
3.326787271505376786e+00 2.490745258310211696e+01
3.376814072580645032e+00 2.482887760030600433e+01
3.426840873655914166e+00 2.491618025772136136e+01
3.476867674731182856e+00 2.483738589816534414e+01
3.526894475806451545e+00 2.488561795806772281e+01
3.576921276881720679e+00 2.490353634559430418e+01
3.626948077956989369e+00 2.498010528499797545e+01
3.676974879032258059e+00 2.491421639525589526e+01
3.727001680107527193e+00 2.496369122919562500e+01
3.777028481182795883e+00 2.491365543978767505e+01
3.827055282258064572e+00 2.496523476611367798e+01
3.877082083333333706e+00 2.513272881003804216e+01
3.927108884408601952e+00 2.507113844018041249e+01
3.977135685483871086e+00 2.507253531947067060e+01
4.027162486559140220e+00 2.515865276080366897e+01
4.077189287634409354e+00 2.518056834261619770e+01
4.127216088709677599e+00 2.533519502231913734e+01
4.177242889784945845e+00 2.536974119330462329e+01
4.227269690860214979e+00 2.547665504237051692e+01
4.277296491935484113e+00 2.545095192786621041e+01
4.327323293010753247e+00 2.563054147529022586e+01
4.377350094086021493e+00 2.562041024327939809e+01
4.427376895161290626e+00 2.580037949642158779e+01
4.477403696236558872e+00 2.593972338509562903e+01
4.527430497311828006e+00 2.609464647994629871e+01
4.577457298387097140e+00 2.610130149940222566e+01
4.627484099462366274e+00 2.630495924631728855e+01
4.677510900537634519e+00 2.636063203685755596e+01
4.727537701612903653e+00 2.660573878747836929e+01
4.777564502688171899e+00 2.652176884015201708e+01
4.827591303763441033e+00 2.668591132193788695e+01
4.877618104838710167e+00 2.670466850452841712e+01
4.927644905913979301e+00 2.681031846739432467e+01
4.977671706989247546e+00 2.697377003673609863e+01
5.027698508064515792e+00 2.693683555044404798e+01
5.077725309139784926e+00 2.709282149169117915e+01
5.127752110215054060e+00 2.699755273984588300e+01
5.177778911290323194e+00 2.707674133003553862e+01
5.227805712365591440e+00 2.704338173878972285e+01
5.277832513440860573e+00 2.701173254115113309e+01
5.327859314516128819e+00 2.707998372049061331e+01
5.377886115591397953e+00 2.714237388811907081e+01
5.427912916666667087e+00 2.705058345869501935e+01
5.477939717741936221e+00 2.711790592094930474e+01
5.527966518817204467e+00 2.704544119369089472e+01
5.577993319892473600e+00 2.721256419668261017e+01
5.628020120967741846e+00 2.711944078836842209e+01
5.678046922043010980e+00 2.703846428899146659e+01
5.728073723118280114e+00 2.704202012322800996e+01
5.778100524193549248e+00 2.708390383810311164e+01
5.828127325268817494e+00 2.718274341449395948e+01
5.878154126344086627e+00 2.696803712480228654e+01
5.928180927419354873e+00 2.695690563056330191e+01
5.978207728494624007e+00 2.704638720726810419e+01
6.028234529569893141e+00 2.709674500475033199e+01
6.078261330645161387e+00 2.700018137722873135e+01
6.128288131720430520e+00 2.705489004179968404e+01
6.178314932795698766e+00 2.698517441379653903e+01
6.228341733870967900e+00 2.711320581083246850e+01
6.278368534946237034e+00 2.712957439592545583e+01
6.328395336021506168e+00 2.708516245144909362e+01
6.378422137096774414e+00 2.713979850002162664e+01
6.428448938172043547e+00 2.706033460267763502e+01
6.478475739247311793e+00 2.718067941759326445e+01
6.528502540322580927e+00 2.727064490711260092e+01
6.578529341397850061e+00 2.723765575222416757e+01
6.628556142473119195e+00 2.711138211903923079e+01
6.678582943548387441e+00 2.719214605819146158e+01
6.728609744623656574e+00 2.718746106499609994e+01
6.778636545698924820e+00 2.720632525867626939e+01
6.828663346774193954e+00 2.722620574686164829e+01
6.878690147849463088e+00 2.725118649262500625e+01
6.928716948924731334e+00 2.714898003246650049e+01
6.978743750000000468e+00 2.722696199001124739e+01
7.028770551075268713e+00 2.729082764547967344e+01
7.078797352150537847e+00 2.722510120669522848e+01
7.128824153225806981e+00 2.731547300969586800e+01
7.178850954301076115e+00 2.728234516374040908e+01
7.228877755376344361e+00 2.733050827977791641e+01
7.278904556451613495e+00 2.738000923236568696e+01
7.328931357526881740e+00 2.729207910618936594e+01
7.378958158602150874e+00 2.736644788213432378e+01
7.428984959677420008e+00 2.726947407578726867e+01
7.479011760752689142e+00 2.732311970095124920e+01
7.529038561827957388e+00 2.743523964694281148e+01
7.579065362903226521e+00 2.733005923514518187e+01
7.629092163978494767e+00 2.726643203035966678e+01
7.679118965053763901e+00 2.735293643583745293e+01
7.729145766129033035e+00 2.744692069504385401e+01
7.779172567204302169e+00 2.738130671397865257e+01
